modelo,precision,recall
Logistic Regression,0.19235009186570903,0.9994792570734248
Logistic Regression,0.1923565176722122,0.9994792570734248
Logistic Regression,0.19236294390806133,0.9994792570734248
Logistic Regression,0.19236937057329948,0.9994792570734248
Logistic Regression,0.19237579766796967,0.9994792570734248
Logistic Regression,0.19238222519211493,0.9994792570734248
Logistic Regression,0.19238865314577835,0.9994792570734248
Logistic Regression,0.19239508152900295,0.9994792570734248
Logistic Regression,0.19240151034183178,0.9994792570734248
Logistic Regression,0.19240793958430796,0.9994792570734248
Logistic Regression,0.1924143692564745,0.9994792570734248
Logistic Regression,0.19242079935837456,0.9994792570734248
Logistic Regression,0.19242722989005112,0.9994792570734248
Logistic Regression,0.19243366085154737,0.9994792570734248
Logistic Regression,0.1924400922429063,0.9994792570734248
Logistic Regression,0.19244652406417112,0.9994792570734248
Logistic Regression,0.19245295631538487,0.9994792570734248
Logistic Regression,0.19245938899659068,0.9994792570734248
Logistic Regression,0.1924323962964201,0.9993056760978997
Logistic Regression,0.19243882872041718,0.9993056760978997
Logistic Regression,0.19244526157446099,0.9993056760978997
Logistic Regression,0.19245169485859465,0.9993056760978997
Logistic Regression,0.1924581285728613,0.9993056760978997
Logistic Regression,0.19246456271730408,0.9993056760978997
Logistic Regression,0.19247099729196618,0.9993056760978997
Logistic Regression,0.19247743229689068,0.9993056760978997
Logistic Regression,0.19248386773212076,0.9993056760978997
Logistic Regression,0.1924903035976996,0.9993056760978997
Logistic Regression,0.1924967398936704,0.9993056760978997
Logistic Regression,0.19250317662007624,0.9993056760978997
Logistic Regression,0.19250961377696038,0.9993056760978997
Logistic Regression,0.19251605136436598,0.9993056760978997
Logistic Regression,0.1925224893823362,0.9993056760978997
Logistic Regression,0.19252892783091433,0.9993056760978997
Logistic Regression,0.19253536671014349,0.9993056760978997
Logistic Regression,0.1925418060200669,0.9993056760978997
Logistic Regression,0.1925482457607278,0.9993056760978997
Logistic Regression,0.19255468593216937,0.9993056760978997
Logistic Regression,0.19256112653443488,0.9993056760978997
Logistic Regression,0.19256756756756757,0.9993056760978997
Logistic Regression,0.1925405586218431,0.9991320951223746
Logistic Regression,0.19254699939787248,0.9991320951223746
Logistic Regression,0.19255344060482388,0.9991320951223746
Logistic Regression,0.19255988224274054,0.9991320951223746
Logistic Regression,0.19256632431166573,0.9991320951223746
Logistic Regression,0.19257276681164268,0.9991320951223746
Logistic Regression,0.19257920974271472,0.9991320951223746
Logistic Regression,0.19258565310492506,0.9991320951223746
Logistic Regression,0.192592096898317,0.9991320951223746
Logistic Regression,0.19259854112293381,0.9991320951223746
Logistic Regression,0.1926049857788188,0.9991320951223746
Logistic Regression,0.19261143086601526,0.9991320951223746
Logistic Regression,0.19261787638456648,0.9991320951223746
Logistic Regression,0.19262432233451576,0.9991320951223746
Logistic Regression,0.19263076871590643,0.9991320951223746
Logistic Regression,0.1926372155287818,0.9991320951223746
Logistic Regression,0.19264366277318518,0.9991320951223746
Logistic Regression,0.19265011044915992,0.9991320951223746
Logistic Regression,0.19265655855674935,0.9991320951223746
Logistic Regression,0.1926630070959968,0.9991320951223746
Logistic Regression,0.1926694560669456,0.9991320951223746
Logistic Regression,0.19267590546963914,0.9991320951223746
Logistic Regression,0.19268235530412078,0.9991320951223746
Logistic Regression,0.19268880557043386,0.9991320951223746
Logistic Regression,0.19269525626862175,0.9991320951223746
Logistic Regression,0.19270170739872783,0.9991320951223746
Logistic Regression,0.19270815896079546,0.9991320951223746
Logistic Regression,0.19271461095486808,0.9991320951223746
Logistic Regression,0.19272106338098904,0.9991320951223746
Logistic Regression,0.19272751623920176,0.9991320951223746
Logistic Regression,0.19273396952954963,0.9991320951223746
Logistic Regression,0.19274042325207608,0.9991320951223746
Logistic Regression,0.1927468774068245,0.9991320951223746
Logistic Regression,0.19275333199383832,0.9991320951223746
Logistic Regression,0.192759787013161,0.9991320951223746
Logistic Regression,0.1927662424648359,0.9991320951223746
Logistic Regression,0.19277269834890653,0.9991320951223746
Logistic Regression,0.19274566280393865,0.9989585141468496
Logistic Regression,0.19275211843118867,0.9989585141468496
Logistic Regression,0.1927585744908896,0.9989585141468496
Logistic Regression,0.19276503098308492,0.9989585141468496
Logistic Regression,0.19277148790781803,0.9989585141468496
Logistic Regression,0.19277794526513248,0.9989585141468496
Logistic Regression,0.1927844030550717,0.9989585141468496
Logistic Regression,0.19279086127767914,0.9989585141468496
Logistic Regression,0.1927973199329983,0.9989585141468496
Logistic Regression,0.19280377902107274,0.9989585141468496
Logistic Regression,0.19281023854194587,0.9989585141468496
Logistic Regression,0.19281669849566122,0.9989585141468496
Logistic Regression,0.19282315888226229,0.9989585141468496
Logistic Regression,0.1928296197017926,0.9989585141468496
Logistic Regression,0.19283608095429566,0.9989585141468496
Logistic Regression,0.19284254263981504,0.9989585141468496
Logistic Regression,0.1928490047583942,0.9989585141468496
Logistic Regression,0.19285546731007674,0.9989585141468496
Logistic Regression,0.19286193029490617,0.9989585141468496
Logistic Regression,0.19286839371292602,0.9989585141468496
Logistic Regression,0.1928748575641799,0.9989585141468496
Logistic Regression,0.19288132184871132,0.9989585141468496
Logistic Regression,0.19288778656656388,0.9989585141468496
Logistic Regression,0.19289425171778113,0.9989585141468496
Logistic Regression,0.19290071730240665,0.9989585141468496
Logistic Regression,0.19290718332048404,0.9989585141468496
Logistic Regression,0.19291364977205686,0.9989585141468496
Logistic Regression,0.1929201166571687,0.9989585141468496
Logistic Regression,0.19292658397586324,0.9989585141468496
Logistic Regression,0.19293305172818398,0.9989585141468496
Logistic Regression,0.1929395199141746,0.9989585141468496
Logistic Regression,0.1929459885338787,0.9989585141468496
Logistic Regression,0.1929524575873399,0.9989585141468496
Logistic Regression,0.19295892707460185,0.9989585141468496
Logistic Regression,0.19296539699570817,0.9989585141468496
Logistic Regression,0.1929718673507025,0.9989585141468496
Logistic Regression,0.19297833813962847,0.9989585141468496
Logistic Regression,0.19298480936252976,0.9989585141468496
Logistic Regression,0.19295774647887323,0.9987849331713244
Logistic Regression,0.19296421744525302,0.9987849331713244
Logistic Regression,0.19293715205580522,0.9986113521957993
Logistic Regression,0.19294362276553645,0.9986113521957993
Logistic Regression,0.19295009390931045,0.9986113521957993
Logistic Regression,0.19295656548717088,0.9986113521957993
Logistic Regression,0.19296303749916147,0.9986113521957993
Logistic Regression,0.19296950994532586,0.9986113521957993
Logistic Regression,0.19297598282570777,0.9986113521957993
Logistic Regression,0.19298245614035087,0.9986113521957993
Logistic Regression,0.1929889298892989,0.9986113521957993
Logistic Regression,0.19299540407259552,0.9986113521957993
Logistic Regression,0.19300187869028448,0.9986113521957993
Logistic Regression,0.1930083537424095,0.9986113521957993
Logistic Regression,0.19301482922901428,0.9986113521957993
Logistic Regression,0.1930213051501426,0.9986113521957993
Logistic Regression,0.19302778150583813,0.9986113521957993
Logistic Regression,0.19303425829614468,0.9986113521957993
Logistic Regression,0.19300718072612577,0.9984377712202742
Logistic Regression,0.1930136572598235,0.9984377712202742
Logistic Regression,0.19302013422818792,0.9984377712202742
Logistic Regression,0.1930266116312628,0.9984377712202742
Logistic Regression,0.1930330894690919,0.9984377712202742
Logistic Regression,0.19303956774171896,0.9984377712202742
Logistic Regression,0.1930460464491878,0.9984377712202742
Logistic Regression,0.1930525255915422,0.9984377712202742
Logistic Regression,0.19305900516882593,0.9984377712202742
Logistic Regression,0.1930654851810828,0.9984377712202742
Logistic Regression,0.1930719656283566,0.9984377712202742
Logistic Regression,0.19307844651069114,0.9984377712202742
Logistic Regression,0.19308492782813025,0.9984377712202742
Logistic Regression,0.19309140958071772,0.9984377712202742
Logistic Regression,0.19309789176849737,0.9984377712202742
Logistic Regression,0.19310437439151307,0.9984377712202742
Logistic Regression,0.19311085744980863,0.9984377712202742
Logistic Regression,0.1931173409434279,0.9984377712202742
Logistic Regression,0.19312382487241472,0.9984377712202742
Logistic Regression,0.19313030923681296,0.9984377712202742
Logistic Regression,0.19313679403666645,0.9984377712202742
Logistic Regression,0.19314327927201907,0.9984377712202742
Logistic Regression,0.19314976494291472,0.9984377712202742
Logistic Regression,0.19315625104939724,0.9984377712202742
Logistic Regression,0.1931627375915105,0.9984377712202742
Logistic Regression,0.19316922456929844,0.9984377712202742
Logistic Regression,0.19317571198280495,0.9984377712202742
Logistic Regression,0.19318219983207388,0.9984377712202742
Logistic Regression,0.1931886881171492,0.9984377712202742
Logistic Regression,0.19319517683807477,0.9984377712202742
Logistic Regression,0.19320166599489452,0.9984377712202742
Logistic Regression,0.19320815558765242,0.9984377712202742
Logistic Regression,0.19321464561639234,0.9984377712202742
Logistic Regression,0.19322113608115826,0.9984377712202742
Logistic Regression,0.19322762698199408,0.9984377712202742
Logistic Regression,0.1932341183189438,0.9984377712202742
Logistic Regression,0.19324061009205135,0.9984377712202742
Logistic Regression,0.19324710230136066,0.9984377712202742
Logistic Regression,0.19325359494691574,0.9984377712202742
Logistic Regression,0.19326008802876055,0.9984377712202742
Logistic Regression,0.19326658154693904,0.9984377712202742
Logistic Regression,0.19327307550149525,0.9984377712202742
Logistic Regression,0.1932795698924731,0.9984377712202742
Logistic Regression,0.19328606471991666,0.9984377712202742
Logistic Regression,0.19329255998386988,0.9984377712202742
Logistic Regression,0.19329905568437677,0.9984377712202742
Logistic Regression,0.19330555182148138,0.9984377712202742
Logistic Regression,0.1933120483952277,0.9984377712202742
Logistic Regression,0.19331854540565974,0.9984377712202742
Logistic Regression,0.19332504285282157,0.9984377712202742
Logistic Regression,0.19333154073675718,0.9984377712202742
Logistic Regression,0.19333803905751068,0.9984377712202742
Logistic Regression,0.1933109243697479,0.9982641902447492
Logistic Regression,0.19331742243436753,0.9982641902447492
Logistic Regression,0.19332392093586123,0.9982641902447492
Logistic Regression,0.19333041987427305,0.9982641902447492
Logistic Regression,0.19333691924964702,0.9982641902447492
Logistic Regression,0.19334341906202723,0.9982641902447492
Logistic Regression,0.19334991931145779,0.9982641902447492
Logistic Regression,0.1933227986416972,0.9980906092692241
Logistic Regression,0.19332929863492704,0.9980906092692241
Logistic Regression,0.19333579906526344,0.9980906092692241
Logistic Regression,0.1933422999327505,0.9980906092692241
Logistic Regression,0.19334880123743234,0.9980906092692241
Logistic Regression,0.19335530297935302,0.9980906092692241
Logistic Regression,0.1933618051585567,0.9980906092692241
Logistic Regression,0.19336830777508743,0.9980906092692241
Logistic Regression,0.1933748108289894,0.9980906092692241
Logistic Regression,0.19338131432030672,0.9980906092692241
Logistic Regression,0.19338781824908352,0.9980906092692241
Logistic Regression,0.1933943226153639,0.9980906092692241
Logistic Regression,0.1934008274191921,0.9980906092692241
Logistic Regression,0.19340733266061216,0.9980906092692241
Logistic Regression,0.19341383833966833,0.9980906092692241
Logistic Regression,0.19342034445640474,0.9980906092692241
Logistic Regression,0.19342685101086554,0.9980906092692241
Logistic Regression,0.19343335800309494,0.9980906092692241
Logistic Regression,0.1934398654331371,0.9980906092692241
Logistic Regression,0.1934463733010362,0.9980906092692241
Logistic Regression,0.19345288160683646,0.9980906092692241
Logistic Regression,0.19345939035058207,0.9980906092692241
Logistic Regression,0.19346589953231721,0.9980906092692241
Logistic Regression,0.19347240915208613,0.9980906092692241
Logistic Regression,0.19347891920993304,0.9980906092692241
Logistic Regression,0.19348542970590216,0.9980906092692241
Logistic Regression,0.1934919406400377,0.9980906092692241
Logistic Regression,0.19349845201238391,0.9980906092692241
Logistic Regression,0.19350496382298502,0.9980906092692241
Logistic Regression,0.19351147607188532,0.9980906092692241
Logistic Regression,0.193517988759129,0.9980906092692241
Logistic Regression,0.19352450188476036,0.9980906092692241
Logistic Regression,0.19353101544882367,0.9980906092692241
Logistic Regression,0.19353752945136318,0.9980906092692241
Logistic Regression,0.19354404389242316,0.9980906092692241
Logistic Regression,0.19355055877204794,0.9980906092692241
Logistic Regression,0.19355707409028175,0.9980906092692241
Logistic Regression,0.19356358984716893,0.9980906092692241
Logistic Regression,0.19357010604275374,0.9980906092692241
Logistic Regression,0.19357662267708053,0.9980906092692241
Logistic Regression,0.1935831397501936,0.9980906092692241
Logistic Regression,0.19355598949565686,0.997917028293699
Logistic Regression,0.1935288374128817,0.9977434473181739
Logistic Regression,0.19353535353535353,0.9977434473181739
Logistic Regression,0.19354187009663626,0.9977434473181739
Logistic Regression,0.1935483870967742,0.9977434473181739
Logistic Regression,0.1935549045358117,0.9977434473181739
Logistic Regression,0.1935614224137931,0.9977434473181739
Logistic Regression,0.19356794073076275,0.9977434473181739
Logistic Regression,0.193574459486765,0.9977434473181739
Logistic Regression,0.1935809786818442,0.9977434473181739
Logistic Regression,0.19358749831604471,0.9977434473181739
Logistic Regression,0.19359401838941093,0.9977434473181739
Logistic Regression,0.19356685752778713,0.9975698663426489
Logistic Regression,0.19357337734514465,0.9975698663426489
Logistic Regression,0.19357989760172462,0.9975698663426489
Logistic Regression,0.19358641829757134,0.9975698663426489
Logistic Regression,0.19359293943272923,0.9975698663426489
Logistic Regression,0.1935994610072427,0.9975698663426489
Logistic Regression,0.19360598302115617,0.9975698663426489
Logistic Regression,0.19361250547451403,0.9975698663426489
Logistic Regression,0.1936190283673607,0.9975698663426489
Logistic Regression,0.19362555169974058,0.9975698663426489
Logistic Regression,0.1936320754716981,0.9975698663426489
Logistic Regression,0.19363859968327773,0.9975698663426489
Logistic Regression,0.19364512433452388,0.9975698663426489
Logistic Regression,0.19365164942548102,0.9975698663426489
Logistic Regression,0.19365817495619356,0.9975698663426489
Logistic Regression,0.19366470092670598,0.9975698663426489
Logistic Regression,0.19367122733706274,0.9975698663426489
Logistic Regression,0.19367775418730832,0.9975698663426489
Logistic Regression,0.1936842814774872,0.9975698663426489
Logistic Regression,0.19369080920764384,0.9975698663426489
Logistic Regression,0.19369733737782271,0.9975698663426489
Logistic Regression,0.19370386598806835,0.9975698663426489
Logistic Regression,0.19371039503842524,0.9975698663426489
Logistic Regression,0.19371692452893788,0.9975698663426489
Logistic Regression,0.19372345445965078,0.9975698663426489
Logistic Regression,0.19372998483060846,0.9975698663426489
Logistic Regression,0.19373651564185546,0.9975698663426489
Logistic Regression,0.19374304689343627,0.9975698663426489
Logistic Regression,0.19374957858539546,0.9975698663426489
Logistic Regression,0.19375611071777754,0.9975698663426489
Logistic Regression,0.19376264329062712,0.9975698663426489
Logistic Regression,0.19376917630398868,0.9975698663426489
Logistic Regression,0.1937757097579068,0.9975698663426489
Logistic Regression,0.19378224365242608,0.9975698663426489
Logistic Regression,0.19378877798759103,0.9975698663426489
Logistic Regression,0.1937953127634463,0.9975698663426489
Logistic Regression,0.1938018479800364,0.9975698663426489
Logistic Regression,0.193808383637406,0.9975698663426489
Logistic Regression,0.1938149197355996,0.9975698663426489
Logistic Regression,0.1938214562746619,0.9975698663426489
Logistic Regression,0.19382799325463743,0.9975698663426489
Logistic Regression,0.19383453067557085,0.9975698663426489
Logistic Regression,0.19384106853750674,0.9975698663426489
Logistic Regression,0.19384760684048977,0.9975698663426489
Logistic Regression,0.19385414558456454,0.9975698663426489
Logistic Regression,0.19386068476977567,0.9975698663426489
Logistic Regression,0.19386722439616785,0.9975698663426489
Logistic Regression,0.1938737644637857,0.9975698663426489
Logistic Regression,0.19388030497267392,0.9975698663426489
Logistic Regression,0.19388684592287708,0.9975698663426489
Logistic Regression,0.19389338731443995,0.9975698663426489
Logistic Regression,0.19389992914740714,0.9975698663426489
Logistic Regression,0.19390647142182332,0.9975698663426489
Logistic Regression,0.19391301413773324,0.9975698663426489
Logistic Regression,0.19391955729518154,0.9975698663426489
Logistic Regression,0.19392610089421292,0.9975698663426489
Logistic Regression,0.1939326449348721,0.9975698663426489
Logistic Regression,0.19393918941720378,0.9975698663426489
Logistic Regression,0.1939457343412527,0.9975698663426489
Logistic Regression,0.19395227970706355,0.9975698663426489
Logistic Regression,0.19395882551468108,0.9975698663426489
Logistic Regression,0.19396537176415,0.9975698663426489
Logistic Regression,0.19397191845551506,0.9975698663426489
Logistic Regression,0.193978465588821,0.9975698663426489
Logistic Regression,0.1939850131641126,0.9975698663426489
Logistic Regression,0.1939915611814346,0.9975698663426489
Logistic Regression,0.19399810964083175,0.9975698663426489
Logistic Regression,0.19400465854234886,0.9975698663426489
Logistic Regression,0.19401120788603066,0.9975698663426489
Logistic Regression,0.19401775767192195,0.9975698663426489
Logistic Regression,0.19402430790006753,0.9975698663426489
Logistic Regression,0.19403085857051217,0.9975698663426489
Logistic Regression,0.1940374096833007,0.9975698663426489
Logistic Regression,0.1940439612384779,0.9975698663426489
Logistic Regression,0.1940505132360886,0.9975698663426489
Logistic Regression,0.19405706567617761,0.9975698663426489
Logistic Regression,0.19406361855878976,0.9975698663426489
Logistic Regression,0.19407017188396988,0.9975698663426489
Logistic Regression,0.1940767256517628,0.9975698663426489
Logistic Regression,0.19408327986221335,0.9975698663426489
Logistic Regression,0.19408983451536643,0.9975698663426489
Logistic Regression,0.19409638961126685,0.9975698663426489
Logistic Regression,0.19410294514995946,0.9975698663426489
Logistic Regression,0.19410950113148917,0.9975698663426489
Logistic Regression,0.19411605755590083,0.9975698663426489
Logistic Regression,0.19412261442323933,0.9975698663426489
Logistic Regression,0.19412917173354952,0.9975698663426489
Logistic Regression,0.19413572948687632,0.9975698663426489
Logistic Regression,0.19414228768326464,0.9975698663426489
Logistic Regression,0.19414884632275936,0.9975698663426489
Logistic Regression,0.1941554054054054,0.9975698663426489
Logistic Regression,0.19416196493124768,0.9975698663426489
Logistic Regression,0.1941685249003311,0.9975698663426489
Logistic Regression,0.1941750853127006,0.9975698663426489
Logistic Regression,0.19418164616840114,0.9975698663426489
Logistic Regression,0.1941882074674776,0.9975698663426489
Logistic Regression,0.194194769209975,0.9975698663426489
Logistic Regression,0.19420133139593823,0.9975698663426489
Logistic Regression,0.19420789402541228,0.9975698663426489
Logistic Regression,0.1942144570984421,0.9975698663426489
Logistic Regression,0.19422102061507265,0.9975698663426489
Logistic Regression,0.19422758457534894,0.9975698663426489
Logistic Regression,0.19423414897931593,0.9975698663426489
Logistic Regression,0.19424071382701863,0.9975698663426489
Logistic Regression,0.19424727911850198,0.9975698663426489
Logistic Regression,0.19425384485381106,0.9975698663426489
Logistic Regression,0.1942604110329908,0.9975698663426489
Logistic Regression,0.19426697765608628,0.9975698663426489
Logistic Regression,0.19427354472314246,0.9975698663426489
Logistic Regression,0.19428011223420438,0.9975698663426489
Logistic Regression,0.1942866801893171,0.9975698663426489
Logistic Regression,0.19429324858852565,0.9975698663426489
Logistic Regression,0.19429981743187505,0.9975698663426489
Logistic Regression,0.19430638671941036,0.9975698663426489
Logistic Regression,0.19431295645117663,0.9975698663426489
Logistic Regression,0.19431952662721894,0.9975698663426489
Logistic Regression,0.19429228376276458,0.9973962853671238
Logistic Regression,0.19429885368410374,0.9973962853671238
Logistic Regression,0.19430542404977683,0.9973962853671238
Logistic Regression,0.1943119948598289,0.9973962853671238
Logistic Regression,0.19431856611430504,0.9973962853671238
Logistic Regression,0.19432513781325036,0.9973962853671238
Logistic Regression,0.19433170995670995,0.9973962853671238
Logistic Regression,0.19433828254472893,0.9973962853671238
Logistic Regression,0.19434485557735237,0.9973962853671238
Logistic Regression,0.1943514290546254,0.9973962853671238
Logistic Regression,0.19435800297659314,0.9973962853671238
Logistic Regression,0.19436457734330076,0.9973962853671238
Logistic Regression,0.1943711521547933,0.9973962853671238
Logistic Regression,0.194377727411116,0.9973962853671238
Logistic Regression,0.19438430311231394,0.9973962853671238
Logistic Regression,0.1943908792584323,0.9973962853671238
Logistic Regression,0.1943974558495162,0.9973962853671238
Logistic Regression,0.19440403288561087,0.9973962853671238
Logistic Regression,0.1944106103667614,0.9973962853671238
Logistic Regression,0.19441718829301302,0.9973962853671238
Logistic Regression,0.1944237666644109,0.9973962853671238
Logistic Regression,0.19443034548100024,0.9973962853671238
Logistic Regression,0.1944369247428262,0.9973962853671238
Logistic Regression,0.19444350444993402,0.9973962853671238
Logistic Regression,0.19445008460236887,0.9973962853671238
Logistic Regression,0.194456665200176,0.9973962853671238
Logistic Regression,0.19446324624340056,0.9973962853671238
Logistic Regression,0.19446982773208785,0.9973962853671238
Logistic Regression,0.19447640966628307,0.9973962853671238
Logistic Regression,0.19448299204603148,0.9973962853671238
Logistic Regression,0.19448957487137827,0.9973962853671238
Logistic Regression,0.19449615814236876,0.9973962853671238
Logistic Regression,0.19450274185904814,0.9973962853671238
Logistic Regression,0.1945093260214617,0.9973962853671238
Logistic Regression,0.1945159106296547,0.9973962853671238
Logistic Regression,0.19452249568367244,0.9973962853671238
Logistic Regression,0.19452908118356016,0.9973962853671238
Logistic Regression,0.19453566712936318,0.9973962853671238
Logistic Regression,0.19454225352112675,0.9973962853671238
Logistic Regression,0.19451498222447944,0.9972227043915987
Logistic Regression,0.194521568361888,0.9972227043915987
Logistic Regression,0.19452815494531542,0.9972227043915987
Logistic Regression,0.194534741974807,0.9972227043915987
Logistic Regression,0.19454132945040806,0.9972227043915987
Logistic Regression,0.1945479173721639,0.9972227043915987
Logistic Regression,0.19455450574011987,0.9972227043915987
Logistic Regression,0.19456109455432133,0.9972227043915987
Logistic Regression,0.19456768381481357,0.9972227043915987
Logistic Regression,0.19457427352164194,0.9972227043915987
Logistic Regression,0.19458086367485183,0.9972227043915987
Logistic Regression,0.19458745427448856,0.9972227043915987
Logistic Regression,0.19459404532059751,0.9972227043915987
Logistic Regression,0.19460063681322404,0.9972227043915987
Logistic Regression,0.19460722875241354,0.9972227043915987
Logistic Regression,0.19461382113821138,0.9972227043915987
Logistic Regression,0.19462041397066296,0.9972227043915987
Logistic Regression,0.19462700724981366,0.9972227043915987
Logistic Regression,0.19463360097570892,0.9972227043915987
Logistic Regression,0.1946401951483941,0.9972227043915987
Logistic Regression,0.1946467897679146,0.9972227043915987
Logistic Regression,0.1946533848343159,0.9972227043915987
Logistic Regression,0.19465998034764342,0.9972227043915987
Logistic Regression,0.19466657630794254,0.9972227043915987
Logistic Regression,0.19467317271525872,0.9972227043915987
Logistic Regression,0.19467976956963742,0.9972227043915987
Logistic Regression,0.19468636687112406,0.9972227043915987
Logistic Regression,0.19469296461976413,0.9972227043915987
Logistic Regression,0.19469956281560308,0.9972227043915987
Logistic Regression,0.19470616145868636,0.9972227043915987
Logistic Regression,0.19471276054905948,0.9972227043915987
Logistic Regression,0.1947193600867679,0.9972227043915987
Logistic Regression,0.1947259600718571,0.9972227043915987
Logistic Regression,0.1946986644973222,0.9970491234160735
Logistic Regression,0.19470526422833123,0.9970491234160735
Logistic Regression,0.19471186440677965,0.9970491234160735
Logistic Regression,0.19471846503271298,0.9970491234160735
Logistic Regression,0.19472506610617668,0.9970491234160735
Logistic Regression,0.19473166762721633,0.9970491234160735
Logistic Regression,0.1947382695958774,0.9970491234160735
Logistic Regression,0.19474487201220547,0.9970491234160735
Logistic Regression,0.19475147487624603,0.9970491234160735
Logistic Regression,0.1947580781880446,0.9970491234160735
Logistic Regression,0.19476468194764682,0.9970491234160735
Logistic Regression,0.19477128615509817,0.9970491234160735
Logistic Regression,0.19477789081044422,0.9970491234160735
Logistic Regression,0.19478449591373054,0.9970491234160735
Logistic Regression,0.19479110146500273,0.9970491234160735
Logistic Regression,0.1947977074643063,0.9970491234160735
Logistic Regression,0.1948043139116869,0.9970491234160735
Logistic Regression,0.1948109208071901,0.9970491234160735
Logistic Regression,0.19481752815086148,0.9970491234160735
Logistic Regression,0.19482413594274667,0.9970491234160735
Logistic Regression,0.19483074418289126,0.9970491234160735
Logistic Regression,0.19483735287134085,0.9970491234160735
Logistic Regression,0.1948439620081411,0.9970491234160735
Logistic Regression,0.19485057159333763,0.9970491234160735
Logistic Regression,0.19485718162697604,0.9970491234160735
Logistic Regression,0.194863792109102,0.9970491234160735
Logistic Regression,0.19487040303976116,0.9970491234160735
Logistic Regression,0.19487701441899916,0.9970491234160735
Logistic Regression,0.19488362624686165,0.9970491234160735
Logistic Regression,0.1948902385233943,0.9970491234160735
Logistic Regression,0.1948629207383279,0.9968755424405485
Logistic Regression,0.19486953276101932,0.9968755424405485
Logistic Regression,0.19487614523243976,0.9968755424405485
Logistic Regression,0.19488275815263498,0.9968755424405485
Logistic Regression,0.19488937152165062,0.9968755424405485
Logistic Regression,0.19489598533953237,0.9968755424405485
Logistic Regression,0.19490259960632594,0.9968755424405485
Logistic Regression,0.19490921432207703,0.9968755424405485
Logistic Regression,0.1949158294868314,0.9968755424405485
Logistic Regression,0.1949224451006347,0.9968755424405485
Logistic Regression,0.19492906116353267,0.9968755424405485
Logistic Regression,0.1949356776755711,0.9968755424405485
